Name,Date,Water Vol,On-Line,Av BHP,Spot BHP,Av BHT,Av WHP,Cum WHP,Cum Volume
IA04,2006-08-05 00:00:00,28512.459391276043,23.0,2280.1311848958335,2280.1311848958335,25.504648685455322,117.63608431816101,3209.5863775180187,843872.8953755698
IA04,2006-08-06 00:00:00,0.0,0.0,911.0293248494467,911.0293248494467,23.482107003529865,27.158858408530552,3236.7452359265494,843872.8953755698
IA04,2006-08-07 00:00:00,0.0,0.0,739.7099062601725,739.7099062601725,21.912408868471783,4.619287643581629,3241.364523570131,843872.8953755698
IA04,2006-08-08 00:00:00,0.0,0.0,667.6041844685873,667.6041844685873,21.194992701212566,2.2326589086684785,3243.5971824787994,843872.8953755698
IA04,2006-08-09 00:00:00,0.0,0.0,618.5453720092773,618.5453720092773,20.741662700970966,2.155540873607,3245.7527233524065,843872.8953755698
IA04,2006-08-10 00:00:00,0.0,0.0,581.121198018392,581.121198018392,20.421618739763897,0.0,3245.7527233524065,843872.8953755698
IA04,2006-08-11 00:00:00,9966.765848795572,8.5,1041.9087206522624,1041.9087206522624,22.295264840126038,32.170633594195046,3277.9233569466014,853839.6612243654
IA04,2006-08-12 00:00:00,28153.89939371745,23.5,2107.8188273111978,2107.8188273111978,26.386335730552673,103.27587334314983,3381.199230289751,881993.5606180828
IA04,2006-08-13 00:00:00,29617.806193033855,24.0,2172.423253377279,2172.423253377279,25.942822496096294,108.48683214187622,3489.6860624316273,911611.3668111166
IA04,2006-08-14 00:00:00,29828.042928059895,24.0,2225.951258341471,2225.951258341471,26.330881317456562,112.37494039535522,3602.0610028269825,941439.4097391765
IA04,2006-08-15 00:00:00,13853.64013671875,11.5,1496.7707430521648,1496.7707430521648,25.386294841766357,58.57073903083801,3660.6317418578205,955293.0498758953
IA04,2006-08-16 00:00:00,29364.86063639323,24.0,2189.4053497314453,2189.4053497314453,26.226311961809795,110.02581707636516,3770.6575589341855,984657.9105122885
IA04,2006-08-17 00:00:00,29748.545735677082,24.0,2247.4224243164062,2247.4224243164062,26.245702068010967,114.32436084747314,3884.9819197816587,1014406.4562479656
IA04,2006-08-18 00:00:00,29738.35469563802,24.0,2276.757568359375,2276.757568359375,26.7310928106308,116.46730677286784,4001.4492265545264,1044144.8109436036
IA04,2006-08-19 00:00:00,29622.6396484375,24.0,2298.3155721028647,2298.3155721028647,26.66934867699941,117.91461753845215,4119.363844092979,1073767.450592041
IA04,2006-08-20 00:00:00,17109.842936197918,14.0,1248.2614084879558,1248.2614084879558,0.0,0.0,4086.3073304656086,1090877.293528239
IA04,2006-08-21 00:00:00,3633.2397664388022,3.0,657.8259353637695,657.8259353637695,0.0,0.0,3998.7031992438374,1094510.5332946777
IA04,2006-08-22 00:00:00,29590.30586751302,24.0,2209.744514465332,2209.744514465332,25.226524869600933,111.8051020304362,4110.508301274273,1124100.8391621907
IA04,2006-08-23 00:00:00,30015.05399576823,24.0,2291.744817097982,2291.744817097982,25.24904414017995,117.66199318567912,4228.170294459953,1154115.893157959
IA04,2006-08-24 00:00:00,29872.065266927082,24.0,2306.3866017659507,2306.3866017659507,25.26945201555888,118.51984469095866,4346.690139150912,1183987.958424886
IA04,2006-08-25 00:00:00,29790.873901367188,24.0,2316.0852661132812,2316.0852661132812,25.017245372136433,119.08450698852539,4465.774646139437,1213778.8323262532
IA04,2006-08-26 00:00:00,29793.932698567707,24.0,2332.2930297851562,2332.2930297851562,24.874397039413452,120.16652202606201,4585.941168165499,1243572.7650248208
IA04,2006-08-27 00:00:00,29687.363159179688,24.0,2342.494801839193,2342.494801839193,24.893025120099384,120.79659652709961,4706.737764692599,1273260.1281840005
IA04,2006-08-28 00:00:00,29677.608846028645,24.0,2351.1221466064453,2351.1221466064453,24.74965739250183,121.36590941747029,4828.103674110069,1302937.737030029
IA04,2006-08-29 00:00:00,29987.784830729168,24.0,2368.581776936849,2368.581776936849,24.23904812335968,122.70151297251384,4950.805187082583,1332925.5218607583
IA04,2006-08-30 00:00:00,23572.589426676434,19.0,2114.2620569864907,2114.2620569864907,24.017581979433697,103.49909281730652,5054.3042798998895,1356498.1112874348
IA04,2006-08-31 00:00:00,29842.468505859375,24.0,2317.4991251627603,2317.4991251627603,24.514877319335938,119.31821060180664,5173.622490501696,1386340.5797932942
IA04,2006-09-01 00:00:00,29891.040852864582,24.0,2353.3973439534507,2353.3973439534507,24.411604921023052,122.19645182291667,5295.818942324613,1416231.6206461587
IA04,2006-09-02 00:00:00,30151.902099609375,24.0,2383.1143951416016,2383.1143951416016,24.39798637231191,124.5141757329305,5420.333118057543,1446383.522745768
IA04,2006-09-03 00:00:00,28869.859619140625,23.0,2346.9282430013022,2346.9282430013022,24.605572899182636,122.11092599232991,5542.444044049873,1475253.3823649087
